Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,Inspecção válida até,Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Aceita retoma,Possibilidade de financiamento,Garantia de Fábrica até,Garantia de Stand (incl. no preço),Filtro de partículas,IUC,IVA Discriminado,Sub-modelo,Clássico,ou até,Consumo Combinado,Gancho de Reboque,Autonomia,Bateria,Consumo,Valor sem ISV,Capacidade da bateria,Site,Portugal,Data
Profissional,BMW,320,d Touring Sport Line,Diesel,Janeiro,2013,174 100 km,1 995 cm3,184 cv,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção traseira,,125 g/km,01/01/2024,1,,,Sim,Sim,"5,90 l/100km",,Usados,17 990        EUR,8090470380,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-sport-line-ID8PvMWK.html,Sim,Sim,,18 Meses,Sim,271 €,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,520,d Pack M Auto,Diesel,Agosto,2017,138 450 km,1 995 cm3,190 cv,,Sedan,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,135 g/km,,1,,Sim,Sim,Sim,,,Usados,29 980        EUR,8090584815,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PxgHt.html,,,,18 Meses,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Toyota,C-HR,1.8 HSD Exclusive+P.Luxury,Híbrido (Gasolina),Maio,2018,58 000 km,1 798 cm3,122 cv,,SUV / TT,Preto,Metalizado,Automática,7,5,5,Classe 1,,,,,,,Sim,Sim,Sim,"3,40 l/100km",,Usados,28 900        EUR,8089746413,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hsd-exclusive-p-luxury-ID8PtKAR.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Grand Scénic,ENERGY dCi 130 INITIALE PARIS,Diesel,Fevereiro,2018,99 000 km,1 598 cm3,130 cv,,Monovolume,Castanho,,Manual,6,5,7,Classe 1,Tracção dianteira,,119 g/km,,1,,Sim,,Sim,"5,30 l/100km","4,20 l/100km",Usados,21 950        EUR,8090656219,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-energy-dci-130-initiale-paris-ID8Pxzh9.html,,,,18 Meses,Sim,,,,,,,1,,,,,,StandVirtual,Yes,2023-09-28
Particular,VW,Polo,1.0 Confortline,Gasolina,Março,2018,75 833 km,999 cm3,75 cv,,Utilitário,Cinzento,,Manual,5,5,5,,Tracção dianteira,,108 g/km,,,,,,,"5,90 l/100km","4,10 l/100km",Usados,15 490        EUR,8090617144,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-confortline-ID8Pxp6U.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,MINI,One,D,Diesel,Novembro,2017,91 000 km,1 496 cm3,95 cv,,Citadino,Branco,Pérola,Manual,6,3,,Classe 1,Tracção dianteira,,109 g/km,,,Importado,Sim,Sim,Sim,"4,30 l/100km","3,40 l/100km",Usados,17 250        EUR,8090107376,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-one-d-ID8PwguQ.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 180,CDi BE Urban,Diesel,Junho,2014,125 400 km,1 461 cm3,109 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção traseira,,104 g/km,02/06/2024,2,Nacional,,Sim,Sim,"4,50 l/100km",,Usados,16 990        EUR,8090474987,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-be-urban-ID8PvO83.html,Sim,Sim,,18 Meses,Sim,147 €,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Golf,1.6 TDI R-Line,Diesel,Setembro,2017,44 000 km,1 598 cm3,115 cv,,Utilitário,Preto,Metalizado,Manual,,5,,,,,,,1,Nacional,Sim,Sim,Sim,"4,80 l/100km",,Usados,21 490        EUR,8090049645,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-r-line-ID8Pw1tH.html,Sim,Sim,15/07/2023,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Grand Scénic,1.5 dCi Bose Edition SS,Diesel,Julho,2017,160 000 km,1 461 cm3,110 cv,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,7,Classe 1,,,,,,,,,,"4,50 l/100km",,Usados,17 900        EUR,8090716305,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-5-dci-bose-edition-ss-ID8PxOUh.html,Sim,Sim,,36 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,3008,BlueHDi 130 Stop & Start EAT8 Active,Diesel,Outubro,2018,135 500 km,1 499 cm3,130 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,,Tracção dianteira,,,12/07/2024,1,,Sim,Sim,Sim,"4,10 l/100km",,Usados,22 750        EUR,8090518215,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-bluehdi-130-stop-start-eat8-active-ID8PvZnh.html,Sim,Sim,,18 Meses,Sim,147 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,116,d Line Sport Auto,Diesel,Fevereiro,2019,102 000 km,1 496 cm3,116 cv,,Sedan,Branco,,Automática,8,5,,,Tracção dianteira,,124 g/km,,,,,,,,,Usados,18 950        EUR,8090600003,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-auto-ID8PxkEr.html,,,,36 Meses,,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Kia,e-Soul,EV,Eléctrico,Novembro,2016,102 463 km,,110 cv,Sim,SUV / TT,Cinzento,,Automática,,5,,,,,,,,Nacional,,,,,,Usados,17 490        EUR,8090609929,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-soul-ev-ID8Pxnex.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,SEAT,Leon,SC 2.0 TSI Cupra DSG S/S,Gasolina,Agosto,2016,112 250 km,1 984 cm3,290 cv,Sim,Utilitário,Cinzento,Metalizado,Automática,6,3,5,Classe 1,Tracção dianteira,,,06/01/2024,,,Sim,Sim,Sim,"8,30 l/100km",,Usados,25 500        EUR,8088851808,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-sc-2-0-tsi-cupra-dsg-s-s-ID8PpZRK.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,DS,DS5,2.0 BlueHDi Sport Chic EAT6,Diesel,Julho,2016,153 000 km,1 997 cm3,180 cv,,Utilitário,Cinzento,Metalizado,Automática,7,5,5,Classe 1,,,114 g/km,,,,Sim,Sim,Sim,,,Usados,19 990        EUR,8090716269,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ds-ds5-2-0-bluehdi-sport-chic-eat6-ID8PxOTH.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,116,d Advantage,Diesel,Abril,2019,76 000 km,1 496 cm3,116 cv,Sim,Utilitário,Cinzento,,Manual,,5,5,,,,109 g/km,,,Nacional,,,,"4,80 l/100km","3,90 l/100km",Usados,21 450        EUR,8089491403,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PsGfN.html,,,28/09/2026,36 Meses,,,,Série 1,,,"4,20 l/100km",,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Volvo,V40,2.0 D3 Momentum,Diesel,Abril,2019,177 000 km,1 969 cm3,150 cv,,Utilitário,Cinzento,,Manual,6,5,5,Classe 1,Tracção dianteira,,,,,Nacional,,,,"4,40 l/100km",,Usados,18 700        EUR,8086884868,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d3-momentum-ID8PhKaU.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Citroën,C3 Aircross,1.2 PureTech C-Series,Gasolina,Abril,2022,9 881 km,1 199 cm3,110 cv,,SUV / TT,Cinzento,,Manual,,5,5,,,,110 g/km,,1,Nacional,,,,"5,90 l/100km","4,20 l/100km",Usados,20 250        EUR,8089161085,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-c-series-ID8Prik5.html,,,,36 Meses,,,,,,,"4,80 l/100km",,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure,Diesel,Outubro,2019,59 310 km,1 499 cm3,130 cv,Sim,Carrinha,Branco,,Manual,,5,,,,,,,,Nacional,,,,,,Usados,22 990        EUR,8090609925,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-ID8Pxnet.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Citroën,C3,,Diesel,Maio,2019,123 486 km,1 500 cm3,102 cv,,SUV / TT,Cinzento,,Manual,,5,5,,,,,,,,,Sim,Sim,,,Usados,15 900        EUR,8090182760,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-ID8PwA6I.html,Sim,Sim,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Julho,2018,91 000 km,1 499 cm3,130 cv,,SUV / TT,Azul,Metalizado,Automática,8,5,7,Classe 1,Tracção dianteira,950 km,140 g/km,29/07/2025,1,,Sim,Sim,Sim,"4,50 l/100km","3,80 l/100km",Usados,27 500        EUR,8089758746,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-eat8-ID8PtNNM.html,Sim,Sim,,18 Meses,,155 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,MINI,Countryman,One D,Diesel,Fevereiro,2018,125 800 km,1 496 cm3,116 cv,,SUV / TT,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,980 km,106 g/km,24/02/2024,1,,Sim,Sim,Sim,,,Usados,25 850        EUR,8088336697,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-one-d-ID8PnPRw.html,Sim,,,18 Meses,Sim,130 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,3008,1.6 BlueHDi Allure EAT6 J18,Diesel,Janeiro,2018,135 000 km,1 560 cm3,120 cv,,SUV / TT,Castanho,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,900 km,106 g/km,25/01/2024,1,Nacional,Sim,Sim,Sim,"4,70 l/100km",,Usados,24 700        EUR,8089257694,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-allure-eat6-j18-ID8PrHsi.html,Sim,Sim,,18 Meses,,150 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Junho,2016,85 240 km,1 560 cm3,100 cv,Sim,Citadino,Cinzento,,Manual,,5,,,,,,,,Nacional,,,,,,Usados,16 490        EUR,8090609924,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-style-ID8Pxnes.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Golf,2.0 TSi GTi Performance,Gasolina,Setembro,2013,166 000 km,1 984 cm3,230 cv,Sim,Utilitário,Preto,Metalizado,Manual,6,3,5,Classe 1,,,,,1,,Sim,Sim,Sim,"7,80 l/100km",,Usados,20 999        EUR,8089784443,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-performance-ID8PtUuf.html,Sim,Sim,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,5008,1.6 BlueHDi GT Line,Diesel,Março,2018,151 000 km,1 560 cm3,120 cv,,Monovolume,Cinzento,Metalizado,Manual,6,5,7,Classe 1,Tracção dianteira,,,,,Importado,Sim,Sim,Sim,,,Usados,24 900        EUR,8089562078,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-gt-line-ID8PsYDI.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A4 Avant,2.0 TDi Business Line Sport,Diesel,Maio,2016,128 300 km,1 968 cm3,150 cv,,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,1 000 km,119 g/km,23/05/2023,1,,Sim,Sim,Sim,,,Usados,22 950        EUR,8084687617,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-business-line-sport-ID8P8vzn.html,,Sim,,12 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,116,d Line Sport,Diesel,Abril,2021,121 000 km,1 496 cm3,116 cv,,Sedan,Azul,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,980 km,122 g/km,25/04/2025,1,,Sim,Sim,Sim,,,Usados,26 350        EUR,8089640422,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-ID8Ptj1k.html,Sim,Sim,,18 Meses,,148 €,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,X1,16 d sDrive Line Sport,Diesel,Abril,2017,89 000 km,1 496 cm3,116 cv,,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção traseira,980 km,106 g/km,25/04/2024,1,,Sim,Sim,Sim,,,Usados,26 900        EUR,8088171439,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-line-sport-ID8Pn8S3.html,Sim,Sim,,18 Meses,Sim,150 €,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,5008,,Gasolina,Agosto,2018,87 703 km,1 199 cm3,130 cv,Sim,Monovolume,Bege,Metalizado,Manual,6,5,7,Classe 1,,,,,,,Sim,Sim,Sim,,,Usados,24 990        EUR,8089420434,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-ID8PsnN8.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Mégane Sport Tourer,1.3 TCe Limited,Gasolina,Junho,2019,84 806 km,1 332 cm3,115 cv,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,131 g/km,,1,Nacional,,,Sim,,,Usados,16 990        EUR,8090296534,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-3-tce-limited-ID8Pv3HM.html,Sim,Sim,,24 Meses,,180 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Citroën,C3,1.2 PureTech C-Series,Gasolina,Abril,2022,44 690 km,1 199 cm3,83 cv,,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,,,01/04/2026,,Nacional,Sim,Sim,Sim,,,Usados,15 690        EUR,8090188970,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-c-series-ID8PwBIS.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Audi,A4 Avant,2.0 TDI DPF clean diesel S line Sport Pack,Diesel,Fevereiro,2015,218 000 km,1 968 cm3,150 cv,,Carrinha,Preto,,Manual,6,5,,,Tracção dianteira,,124 g/km,,,,,Sim,Sim,"5,60 l/100km","4,20 l/100km",Usados,20 499        EUR,8090702230,27 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-dpf-clean-diesel-s-line-sport-pack-ID8PxLfg.html,,,,,Sim,,,,,,,1,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,520,d Pack M Auto,Diesel,Junho,2014,230 200 km,1 995 cm3,184 cv,Sim,Sedan,Preto,,Automática,,5,5,Classe 1,,,,,2,Importado,,Sim,Sim,,,Usados,19 750        EUR,8089896320,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PunAI.html,Sim,Sim,,18 Meses,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,520,d Pack M Auto,Diesel,Agosto,2014,142 000 km,1 995 cm3,190 cv,,Carrinha,Branco,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,,,1,,Sim,Sim,Sim,,,Usados,22 900        EUR,8090662423,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PxATd.html,,Sim,,18 Meses,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,3008,1.5 BlueHDi Allure Baixo Consumo EAT8,Diesel,Agosto,2020,94 100 km,1 499 cm3,130 cv,,SUV / TT,Branco,Pérola,Automática,7,5,,Classe 1,Tracção dianteira,1 100 km,100 g/km,28/08/2024,,,,Sim,Sim,"4,40 l/100km",,Usados,28 750        EUR,8089427190,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-baixo-consumo-eat8-ID8Pspy6.html,Sim,Sim,,18 Meses,Sim,145 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A6 Avant,2.0 TDi S-line S tronic,Diesel,Março,2014,231 000 km,1 968 cm3,190 cv,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,,,,,,,,Sim,Sim,,,Usados,21 500        EUR,8090662409,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-s-line-s-tronic-ID8PxASZ.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,SEAT,Leon,1.0 TSI Style,Gasolina,Maio,2021,49 000 km,999 cm3,110 cv,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,,,,,,Nacional,Sim,Sim,Sim,,,Usados,21 750        EUR,8090716054,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-tsi-style-ID8PxOQe.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Nissan,Qashqai,1.6 dCi Tekna Premium 360,Diesel,Abril,2014,161 412 km,1 598 cm3,130 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,,5,5,,,,,,,Importado,,Sim,Sim,,,Usados,18 500        EUR,8090536245,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-6-dci-tekna-premium-360-ID8Px445.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,BMW,X1,16 d sDrive xLine Auto,Diesel,Março,2019,92 000 km,1 496 cm3,116 cv,Sim,SUV / TT,Azul,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,,139 g/km,,1,Nacional,Sim,Sim,Sim,,,Usados,28 000        EUR,8090687955,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-xline-auto-ID8PxHx1.html,,,02/03/2024,,,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,2008,1.6 BlueHDi Style,Diesel,Dezembro,2018,135 000 km,1 560 cm3,75 cv,,SUV / TT,Cinzento,,Manual,,5,5,Classe 1,,,,,,Nacional,,Sim,,,,Usados,16 450        EUR,8090258014,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-bluehdi-style-ID8PwTGu.html,Sim,Sim,,24 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Dynamique S SS,Diesel,Dezembro,2016,165 000 km,1 461 cm3,110 cv,,Carrinha,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,90 g/km,,,,,,,"3,90 l/100km","3,20 l/100km",Usados,16 450        EUR,8089638495,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-dynamique-s-ss-ID8Ptivf.html,,,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,X5,25 d sDrive Comfort 7L,Diesel,Junho,2015,184 181 km,1 995 cm3,218 cv,,SUV / TT,Preto,Metalizado,Automática,,5,,,,,,,,Nacional,,,,"6,50 l/100km",,Usados,29 900        EUR,8090338241,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8Pveyt.html,,Sim,,36 Meses,,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Volvo,XC 60,2.0 D4 Kinetic Geartronic,Diesel,Dezembro,2015,111 012 km,1 969 cm3,190 cv,Sim,SUV / TT,Cinzento,,Automática,,5,,,,,,,,Nacional,,,,,,Usados,26 490        EUR,8090715974,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-kinetic-geartronic-ID8PxOOV.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Junho,2022,9 500 km,1 332 cm3,140 cv,Sim,SUV / TT,Cinzento,,Manual,,5,5,,,,,,,Nacional,,,,,,Usados,29 990        EUR,8089607234,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8Ptao2.html,,,28/09/2026,36 Meses,,,,,,,"6,30 l/100km",,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Junho,2022,9 500 km,1 332 cm3,140 cv,Sim,SUV / TT,Prateado,,Manual,,5,5,,,,,,,Nacional,,,,,,Usados,29 990        EUR,8089607226,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8PtanU.html,,,28/09/2026,36 Meses,,,,,,,"6,30 l/100km",,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Junho,2022,9 500 km,1 332 cm3,140 cv,Sim,SUV / TT,Prateado,,Manual,,5,5,,,,,,,Nacional,,,,,,Usados,29 990        EUR,8089607218,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8PtanM.html,,,28/09/2026,36 Meses,,,,,,,"6,30 l/100km",,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,C 220,d AMG Line Aut.,Diesel,Agosto,2015,168 741 km,2 143 cm3,170 cv,,Sedan,Branco,Metalizado,Automática,7,5,5,Classe 1,,,,,,,,,Sim,"5,30 l/100km",,Usados,27 450        EUR,8088959916,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-aut-ID8PqrZq.html,,Sim,,18 Meses,Sim,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Scénic,1.5 dCi Bose Edition SS,Diesel,Maio,2016,138 000 km,1 461 cm3,110 cv,Sim,SUV / TT,Branco,,Manual,6,5,5,Classe 1,,,,,2,Importado,,Sim,Sim,,,Usados,15 900        EUR,8090048503,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-scnic-1-5-dci-bose-edition-ss-ID8Pw1bh.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Dynamic Sport,Diesel,Junho,2018,128 900 km,1 598 cm3,110 cv,,Carrinha,Cinzento,,Manual,,5,5,,Tracção dianteira,,,,1,Nacional,,Sim,,,,Usados,15 900        EUR,8087663504,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-dynamic-sport-ID8Pl0Jy.html,Sim,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,CLA 180,,Diesel,Maio,2018,80 416 km,1 461 cm3,109 cv,,Carrinha,Azul,Metalizado,Automática,7,5,5,Classe 1,,,114 g/km,,1,,Sim,Sim,Sim,,,Usados,27 500        EUR,8089773819,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8PtRIT.html,Sim,Sim,,18 Meses,Sim,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,116,d Pack M Auto,Diesel,Julho,2015,164 090 km,1 496 cm3,116 cv,Sim,Utilitário,Azul,,Automática,8,3,5,Classe 1,,,,,1,Importado,Sim,Sim,Sim,,,Usados,19 900        EUR,8087779246,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8PluQm.html,Sim,Sim,,18 Meses,Sim,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Skoda,Kamiq,1.6 TDI Ambition DSG,Diesel,Setembro,2020,70 850 km,1 598 cm3,116 cv,,SUV / TT,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,,137 g/km,,,Nacional,Sim,,Sim,"4,80 l/100km","3,90 l/100km",Usados,21 250        EUR,8090229718,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-kamiq-1-6-tdi-ambition-dsg-ID8PwMk6.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,5008,1.6 BlueHDi Allure J18,Diesel,Outubro,2017,98 500 km,1 560 cm3,120 cv,Sim,Monovolume,Verde,Metalizado,Manual,6,5,7,Classe 1,Tracção dianteira,,115 g/km,,1,,Sim,Sim,Sim,5 l/100km,"4,10 l/100km",Usados,22 750        EUR,8089949264,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-allure-j18-ID8PuBmE.html,Sim,Sim,,18 Meses,,147 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Skoda,Scala,1.0 TSI Ambition,Gasolina,Abril,2021,37 000 km,999 cm3,116 cv,,Utilitário,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,,,,1,Nacional,,,Sim,,,Usados,17 500        EUR,8090601699,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-scala-1-0-tsi-ambition-ID8Pxl5N.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
