Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,Consumo Urbano,Consumo Extra Urbano,Filtro de partículas,Aceita retoma,2º Chave,IUC,Consumo Combinado,Inspecção válida até,Sub-modelo,Autonomia Máxima,Autonomia,Bateria,ou até,Garantia de Fábrica até,Clássico,Consumo,Gancho de Reboque,Capacidade da bateria,Valor sem ISV,Site,Portugal,Data
Particular,Fiat,500X,,Diesel,Março,2017,65 850 km,1 248 cm3,95 cv,,,,Utilitário,Preto,Manual,5,5,5,,Tracção dianteira,105 g/km,,,,,,Usados,15 500        EUR,8090229326,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500x-ID8PwMdM.html,,"4,50 l/100km","3,70 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Audi,A5,3.0 TDI V6 quattro S tronic C.Diesel S-line,Diesel,Novembro,2012,149 000 km,2 967 cm3,245 cv,Sim,,Sim,Coupé,Preto,Automática,7,2,4,,Integral,,18 Meses,1,Nacional,Sim,Sim,Usados,21 900        EUR,8090691365,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-3-0-tdi-v6-quattro-s-tronic-c-diesel-s-line-ID8PxIq1.html,Metalizado,,,Sim,Sim,Sim,,,23/11/2023,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,C 220,CDI Avantgarde,Diesel,Agosto,2012,199 000 km,2 148 cm3,170 cv,,,,Coupé,Preto,Manual,6,4,4,Classe 1,Tracção traseira,160 g/km,36 Meses,,,,,Usados,18 950        EUR,8090619149,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-cdi-avantgarde-ID8PxpDf.html,,"8,20 l/100km","4,90 l/100km",,,,240 €,,,Classe C,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Hyundai,Bayon,1.0 T-GDi Premium,Gasolina,Novembro,2022,8 232 km,998 cm3,102 cv,Sim,,,SUV / TT,Azul,Manual,,5,5,,,,60 Meses,,Nacional,,,Usados,21 450        EUR,8090455684,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-bayon-1-0-t-gdi-premium-ID8PvJ6I.html,,,,,,,,"5,50 l/100km",,,,,,,26/09/2028,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Kadjar,1.5 dCi Exclusive,Diesel,Julho,2018,48 500 km,1 461 cm3,110 cv,Sim,,Sim,Utilitário,Preto,Manual,,5,,,,103 g/km,18 Meses,,Nacional,,,Usados,21 490        EUR,8090438624,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-exclusive-ID8PvEFy.html,,"4,20 l/100km","3,60 l/100km",,Sim,,,"3,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,2008,1.2 PureTech Allure,Gasolina,Junho,2016,88 429 km,1 199 cm3,110 cv,Sim,,Sim,SUV / TT,Vermelho,Manual,,5,5,,,103 g/km,18 Meses,,Nacional,,,Usados,15 490        EUR,8090438632,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-ID8PvEFG.html,,"5,30 l/100km","3,90 l/100km",,Sim,,,"4,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,3008,1.2 PureTech Allure,Gasolina,Julho,2018,64 231 km,1 199 cm3,130 cv,Sim,,Sim,SUV / TT,Branco,Manual,,5,5,,,120 g/km,36 Meses,,,,,Usados,24 990        EUR,8090438620,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-allure-ID8PvEFu.html,,"6,50 l/100km","4,50 l/100km",,Sim,,,"5,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,MINI,Cooper,D,Diesel,Outubro,2018,55 872 km,1 496 cm3,116 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,,,103 g/km,18 Meses,,Nacional,,,Usados,21 990        EUR,8090438619,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-d-ID8PvEFt.html,,"4,40 l/100km","3,60 l/100km",,Sim,,,"3,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mitsubishi,Eclipse Cross,1.5 MIVEC,Gasolina,Agosto,2021,16 450 km,1 499 cm3,163 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,,5,,,,,18 Meses,,,,,Usados,29 990        EUR,8090438627,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-1-5-mivec-ID8PvEFB.html,,,,,Sim,,,"7,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,218 Active Tourer,d,Diesel,Maio,2020,91 588 km,1 995 cm3,150 cv,Sim,,Sim,Monovolume,Branco,Manual,,5,,,,,18 Meses,,Nacional,,,Usados,28 990        EUR,8090438643,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-218-active-tourer-d-ID8PvEFR.html,,,,,Sim,,,"5,10 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Dacia,Sandero,,Diesel,Junho,2017,25 000 km,1 461 cm3,90 cv,Sim,,Sim,Utilitário,Branco,Automática,,5,5,,,98 g/km,18 Meses,,Nacional,,,Usados,15 690        EUR,8090438617,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-ID8PvEFr.html,,"3,90 l/100km","3,80 l/100km",,Sim,,,"3,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Lexus,IS 300H,Executive,Híbrido (Gasolina),Junho,2017,63 694 km,2 494 cm3,223 cv,Sim,,Sim,Utilitário,Preto,Automática,,4,,,,,36 Meses,,Nacional,,,Usados,27 500        EUR,8090438650,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/lexus-is-300h-executive-ID8PvEFY.html,,,,,,,,"4,30 l/100km",,IS,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Kadjar,1.3 TCe Intens,Gasolina,Junho,2019,53 251 km,1 332 cm3,140 cv,Sim,,Sim,Utilitário,Azul,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,20 990        EUR,8090438634,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-3-tce-intens-ID8PvEFI.html,,"7,40 l/100km","5,10 l/100km",,Sim,,,"5,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Volvo,XC 60,2.0 D3 Summum Geartronic,Diesel,Março,2017,109 000 km,1 969 cm3,150 cv,,,,SUV / TT,Preto,Automática,8,5,5,Classe 1,Tracção dianteira,124 g/km,,,,Sim,Sim,Usados,28 000        EUR,8089711478,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d3-summum-geartronic-ID8PtBwo.html,Metalizado,"4,90 l/100km","4,20 l/100km",,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Zoe,Zen 50,Eléctrico,Setembro,2020,26 858 km,,109 cv,Sim,Sim,Sim,Citadino,Branco,Automática,1,5,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,,Sim,Usados,22 755        EUR,8090691360,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-zen-50-ID8PxIpV.html,Mate,,,,Sim,Sim,,,,,,395 km,Própria,,,,"17,30 kWh/100km",,,,StandVirtual,Yes,2023-09-25
Profissional,Fiat,Panda,1.3 16V Multijet 4x4 S&S,Diesel,Outubro,2016,102 000 km,1 248 cm3,95 cv,,,Sim,Utilitário,Branco,Manual,5,5,4,Classe 1,Integral,117 g/km,18 Meses,,Nacional,Sim,Sim,Usados,15 750        EUR,8090053084,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-3-16v-multijet-4x4-s-s-ID8Pw2na.html,,"4,70 l/100km","4,30 l/100km",,Sim,Sim,113 €,,31/10/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,VW,Golf,2.0 GTI DSG adidas,Gasolina,Junho,2012,174 000 km,1 984 cm3,210 cv,,,Sim,Utilitário,Vermelho,Automática,,5,,,,,18 Meses,1,Importado,Sim,Sim,Usados,19 850        EUR,8090053709,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-gti-dsg-adidas-ID8Pw2xf.html,Metalizado,10 l/100km,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Audi,A5 Cabrio,2.0 TDi S-line,Diesel,Abril,2011,69 550 km,1 968 cm3,177 cv,,,Sim,Cabrio,Castanho,Manual,6,2,4,,Tracção dianteira,,18 Meses,2,Nacional,Sim,Sim,Usados,23 950        EUR,8090438485,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-cabrio-2-0-tdi-s-line-ID8PvEDj.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,BMW,318,d Touring,Diesel,Outubro,2015,51 864 km,1 995 cm3,150 cv,,,,Carrinha,Azul,Manual,6,5,5,Classe 1,Tracção traseira,112 g/km,,,,,Sim,Usados,21 500        EUR,8090517274,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-ID8PvZ86.html,Metalizado,,,,,Sim,,,,Série 3,,,,,,,,1,,,StandVirtual,Yes,2023-09-25
Profissional,Fiat,Tipo,1.6 M-Jet Lounge DCT,Diesel,Maio,2019,89 000 km,1 598 cm3,120 cv,,Sim,Sim,Utilitário,Branco,Automática,,5,5,,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Usados,19 500        EUR,8090438481,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-6-m-jet-lounge-dct-ID8PvEDf.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,C 250,CDi Avantgarde BlueEfficiency Aut.,Diesel,Março,2010,78 079 km,2 143 cm3,204 cv,,,Sim,Carrinha,Dourado,Automática,7,5,5,Classe 1,Tracção traseira,,36 Meses,1,Nacional,Sim,Sim,Usados,17 990        EUR,8090170132,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-cdi-avantgarde-blueefficiency-aut-ID8PwvP2.html,,"8,30 l/100km",,Sim,Sim,Sim,,,,Classe C,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,520,d Exclusive Auto 123g,Diesel,Novembro,2012,151 000 km,1 995 cm3,184 cv,,,,Sedan,Preto,Automática,8,4,5,Classe 1,Tracção traseira,123 g/km,18 Meses,,Nacional,,Sim,Usados,19 990        EUR,8090636796,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-exclusive-auto-123g-ID8PxudS.html,Metalizado,"5,70 l/100km","4,10 l/100km",,,Sim,260 €,,,Série 5,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Toyota,C-HR,1.8 HSD Comfort,Híbrido (Gasolina),Agosto,2018,65 639 km,1 798 cm3,122 cv,Sim,,Sim,Utilitário,Cinzento,Automática,,5,,,,86 g/km,18 Meses,,Nacional,,,Usados,24 490        EUR,8090584711,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hsd-comfort-ID8PxgFN.html,,"3,40 l/100km",4 l/100km,,Sim,,,"3,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,MINI,Clubman,John Cooper Works,Gasolina,Novembro,2012,110 000 km,1 598 cm3,211 cv,,,Sim,Citadino,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,Sim,Sim,Usados,18 750        EUR,8089028700,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-john-cooper-works-ID8PqJSQ.html,Metalizado,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,318,d Touring xDrive M Sport,Diesel,Dezembro,2011,189 000 km,1 995 cm3,150 cv,Sim,,Sim,Carrinha,Branco,Manual,,5,,,,,36 Meses,,,,,Usados,15 990        EUR,8090306919,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-xdrive-m-sport-ID8Pv6ph.html,,,,,Sim,,,,,Série 3,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,SEAT,Ibiza,SC 1.4 TSI Cupra DSG,Gasolina,Maio,2013,128 000 km,1 390 cm3,180 cv,Sim,,Sim,Utilitário,Branco,Automática,7,3,5,Classe 1,Tracção dianteira,139 g/km,18 Meses,2,Importado,Sim,Sim,Usados,16 000        EUR,8087775750,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-1-4-tsi-cupra-dsg-ID8PltWY.html,Metalizado,8 l/100km,"5,70 l/100km",,Sim,Sim,173 €,"6,40 l/100km",13/05/2023,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C4,1.5 BlueHDi Shine,Diesel,Janeiro,2022,24 594 km,1 499 cm3,110 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,24 690        EUR,8090584733,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-1-5-bluehdi-shine-ID8PxgG9.html,,,,,Sim,,,"4,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Shine,Diesel,Setembro,2020,12 080 km,1 560 cm3,100 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,19 990        EUR,8090584725,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-shine-ID8PxgG1.html,,,,,Sim,,,"4,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,SEAT,Leon,2.0 TDI FR DSG S/S,Diesel,Junho,2018,78 500 km,1 968 cm3,184 cv,Sim,,Sim,Carrinha,Preto,Automática,,5,,,,125 g/km,18 Meses,,,,,Usados,21 290        EUR,8090584721,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-2-0-tdi-fr-dsg-s-s-ID8PxgFX.html,,"5,70 l/100km","4,30 l/100km",,Sim,,,"4,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C4,1.5 BlueHDi Feel,Diesel,Junho,2022,24 861 km,1 499 cm3,110 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,24 190        EUR,8090584729,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-1-5-bluehdi-feel-ID8PxgG5.html,,,,,Sim,,,"4,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Opel,Corsa,1.2 Edition,Gasolina,Janeiro,2022,9 590 km,1 199 cm3,75 cv,Sim,,Sim,Citadino,Branco,Manual,,5,5,,,,18 Meses,,Importado,,,Usados,16 990        EUR,8090584737,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8PxgGd.html,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Kadjar,1.5 dCi Black Edition,Diesel,Abril,2021,39 000 km,1 461 cm3,115 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,36 Meses,1,Nacional,,Sim,Usados,27 990        EUR,8087834631,24 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-black-edition-ID8PlJfF.html,,"4,90 l/100km",,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,118,i Corporate Edition Auto,Gasolina,Setembro,2020,84 414 km,1 499 cm3,140 cv,Sim,,Sim,Citadino,Cinzento,Automática,,5,5,Classe 1,,,18 Meses,,,,,Usados,26 500        EUR,8090260133,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-118-i-corporate-edition-auto-ID8PwUeF.html,,,,,Sim,Sim,,,,Série 1,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,MINI,Clubman,One D 4Business Plus Auto,Diesel,Janeiro,2021,75 000 km,1 496 cm3,116 cv,,,,Carrinha,Cinzento,Automática,7,6,5,,Tracção dianteira,127 g/km,,,,,,Usados,28 900        EUR,8090653179,24 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-one-d-4business-plus-auto-ID8Pxyu7.html,,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,508 SW,1.5 BlueHDi Allure Pack EAT8,Diesel,Fevereiro,2020,150 000 km,1 499 cm3,131 cv,,Sim,Sim,Carrinha,Preto,Automática,8,5,5,Classe 1,Tracção dianteira,133 g/km,36 Meses,1,Nacional,Sim,Sim,Usados,22 990        EUR,8090518978,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-5-bluehdi-allure-pack-eat8-ID8PvZzA.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Ford,Fiesta,1.0 EcoBoost Connected,Gasolina,Março,2021,51 247 km,998 cm3,95 cv,Sim,,Sim,Citadino,Cinzento,Manual,,5,5,,,,18 Meses,,Importado,,,Usados,15 990        EUR,8090584713,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-connected-ID8PxgFP.html,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Kia,Rio,1.0 T-GDI TX,Gasolina,Fevereiro,2019,18 676 km,998 cm3,100 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,,,,18 Meses,,,,,Usados,16 690        EUR,8090584741,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-rio-1-0-t-gdi-tx-ID8PxgGh.html,,"5,90 l/100km","4,60 l/100km",,Sim,,,"5,10 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Hyundai,i30,1.0 T-GDI Style,Gasolina,Abril,2021,40 161 km,998 cm3,120 cv,Sim,,Sim,Citadino,Preto,Manual,,5,,,,,18 Meses,,Nacional,,,Usados,20 490        EUR,8090584718,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-0-t-gdi-style-ID8PxgFU.html,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Feel,Diesel,Fevereiro,2019,123 098 km,1 560 cm3,100 cv,Sim,,Sim,Utilitário,Preto,Manual,,5,5,,,97 g/km,18 Meses,,Nacional,,,Usados,15 190        EUR,8090584738,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-feel-ID8PxgGe.html,,"4,70 l/100km","3,10 l/100km",,Sim,,,4 l/100km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C4,1.5 BlueHDi Shine,Diesel,Janeiro,2022,19 366 km,1 499 cm3,110 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,24 990        EUR,8090584730,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-1-5-bluehdi-shine-ID8PxgG6.html,,,,,Sim,,,"4,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C4,1.5 BlueHDi Feel Pack,Diesel,Janeiro,2023,27 450 km,1 499 cm3,110 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,25 290        EUR,8090584726,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-1-5-bluehdi-feel-pack-ID8PxgG2.html,,,,,Sim,,,"4,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mazda,CX-3,1.5 Sky.Evolve,Diesel,Julho,2018,51 000 km,1 499 cm3,105 cv,Sim,,Sim,SUV / TT,Branco,Manual,,5,,,,105 g/km,18 Meses,,Nacional,,,Usados,17 990        EUR,8090584722,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-5-sky-evolve-ID8PxgFY.html,,"4,40 l/100km","3,80 l/100km",,Sim,,,4 l/100km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Nissan,X-Trail,1.6 dCi N-Connecta,Diesel,Janeiro,2017,95 890 km,1 598 cm3,130 cv,Sim,,Sim,SUV / TT,Preto,Manual,,5,7,,,133 g/km,18 Meses,,Nacional,,,Usados,21 490        EUR,8090584727,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-x-trail-1-6-dci-n-connecta-ID8PxgG3.html,,"5,80 l/100km","4,60 l/100km",,Sim,,,"5,10 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Nissan,Qashqai,1.5 dCi Acenta,Diesel,Julho,2018,82 380 km,1 461 cm3,110 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,,,99 g/km,18 Meses,,,,,Usados,20 490        EUR,8090584743,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-acenta-ID8PxgGj.html,,"4,20 l/100km","3,60 l/100km",,Sim,,,"3,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,3008,,Diesel,Janeiro,2018,93 463 km,1 499 cm3,130 cv,Sim,,Sim,SUV / TT,Branco,Automática,,5,5,,,108 g/km,18 Meses,,Nacional,,,Usados,26 990        EUR,8090584719,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-ID8PxgFW.html,,"4,40 l/100km","3,90 l/100km",,Sim,,,"4,10 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Shine,Diesel,Outubro,2020,29 844 km,1 560 cm3,100 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,19 290        EUR,8090584723,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-shine-ID8PxgFZ.html,,,,,Sim,,,"4,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,216 Gran Tourer,d,Diesel,Março,2018,85 512 km,1 496 cm3,116 cv,Sim,,Sim,Monovolume,Prateado,Manual,,5,5,,,116 g/km,18 Meses,,,,,Usados,23 490        EUR,8090584715,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-tourer-d-ID8PxgFR.html,,"4,90 l/100km","4,10 l/100km",,Sim,,,"4,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Shine,Diesel,Outubro,2020,26 350 km,1 560 cm3,100 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,19 290        EUR,8090584732,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-shine-ID8PxgG8.html,,"4,70 l/100km","3,10 l/100km",,Sim,,,4 l/100km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C4,1.5 BlueHDi Feel,Diesel,Julho,2022,12 785 km,1 499 cm3,110 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,24 990        EUR,8090584724,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-1-5-bluehdi-feel-ID8PxgG0.html,,,,,Sim,,,"4,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Mégane,1.5 dCi GT Line,Diesel,Novembro,2016,74 329 km,1 461 cm3,110 cv,Sim,,Sim,Carrinha,Azul,Manual,,5,5,,,95 g/km,18 Meses,,,,,Usados,16 690        EUR,8090584712,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-gt-line-ID8PxgFO.html,,"4,20 l/100km","3,40 l/100km",,Sim,,,"3,70 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Zoe,E-Tech EV50 Equilibre,Eléctrico,Março,2022,13 503 km,,109 cv,Sim,,Sim,Utilitário,Vermelho,Automática,,5,5,,,,18 Meses,,Importado,,,Usados,29 990        EUR,8090584716,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-e-tech-ev50-equilibre-ID8PxgFS.html,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Shine,Diesel,Novembro,2020,27 500 km,1 560 cm3,100 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,19 290        EUR,8090584728,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-shine-ID8PxgG4.html,,,,,Sim,,,"4,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Kadjar,1.5 dCi Intens,Diesel,Junho,2019,68 891 km,1 461 cm3,115 cv,Sim,,Sim,Utilitário,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,,Usados,22 990        EUR,8090584736,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-intens-ID8PxgGc.html,,5 l/100km,4 l/100km,,Sim,,,"4,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Audi,A3 Sportback,g-tron 1.4 TFSI S-line S tronic,GPL,Outubro,2016,120 000 km,1 395 cm3,110 cv,,,Sim,Utilitário,Cinzento,Automática,7,5,5,Classe 1,Tracção dianteira,124 g/km,18 Meses,,,,,Usados,20 500        EUR,8089939455,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-g-tron-1-4-tfsi-s-line-s-tronic-ID8PuyOr.html,Metalizado,"6,60 l/100km","4,70 l/100km",,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,418 Gran Coupé,d Pack M,Diesel,Março,2016,106 000 km,1 995 cm3,150 cv,,,Sim,Sedan,Azul,Manual,6,5,,Classe 1,Tracção traseira,157 g/km,18 Meses,,,,,Usados,27 500        EUR,8089839284,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-pack-m-ID8Pu8KM.html,Metalizado,"5,40 l/100km","4,20 l/100km",,Sim,Sim,,,,Série 4,,,,,,,,,,,StandVirtual,Yes,2023-09-25
