Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Versão,Valor Fixo,Tracção,IUC,Filtro de partículas,Consumo Urbano,Emissões CO2,Registo(s),IVA Discriminado,Autonomia Máxima,Consumo Extra Urbano,Inspecção válida até,Consumo Combinado,Sub-modelo,Gancho de Reboque,Clássico,Garantia de Fábrica até,Autonomia,Capacidade da bateria,Bateria,Consumo,ou até,Valor sem ISV,Site,Portugal,Data
Profissional,Nissan,Juke,Gasolina,Maio,2022,13 000 km,999 cm3,114 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,,5,5,,18 Meses,Nacional,Sim,Sim,Sim,Usados,23 750        EUR,8090269347,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-connecta-ID8PwVDh.html,1.0 DIG-T N-Connecta,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Hyundai,i30,Gasolina,Junho,2019,60 000 km,998 cm3,120 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Manual,,5,5,,18 Meses,Nacional,,Sim,Sim,Usados,18 950        EUR,8090269336,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-0-t-gdi-launch-edition-ID8PwVD6.html,1.0 T-GDI Launch Edition,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Nissan,Qashqai,Diesel,Maio,2019,120 000 km,1 461 cm3,115 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,,5,5,,18 Meses,Nacional,Sim,Sim,Sim,Usados,22 450        EUR,8090275723,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-ID8PwYi7.html,1.5 dCi N-Connecta,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Hyundai,Kauai,Eléctrico,Julho,2020,19 000 km,,136 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,5,5,,18 Meses,,Sim,Sim,Sim,Usados,28 950        EUR,8090271867,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-39kwh-executive-ID8PwXhW.html,EV 39kWh Executive,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,BMW,520,Diesel,Julho,2014,326 000 km,1 995 cm3,190 cv,,,Carrinha,Azul,,Automática,8,5,5,,,,,Sim,Sim,Usados,17 990        EUR,8090486007,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-touring-aut-ID8PvQZN.html,d Touring Aut.,,Tracção traseira,,Sim,,118 g/km,2,,,,10/08/2024,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Toyota,Corolla Touring Sports,Híbrido (Gasolina),Julho,2019,38 479 km,1 798 cm3,122 cv,,,Carrinha,Branco,Pérola,Automática,5,5,5,Classe 1,,Nacional,Sim,Sim,Sim,Usados,26 900        EUR,8090211045,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-corolla-touring-sports-1-8-hybrid-square-collection-ID8PwHsW.html,1.8 Hybrid Square Collection,Sim,Tracção dianteira,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Outra não listada,Outra não listada,Eléctrico,Agosto,2019,1 500 km,,250 cv,,,Citadino,Branco,,Automática,,5,5,,,,,,,Usados,27 500        EUR,8090578425,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/outra-no-listada-outra-no-listada-ID8Pxf2p.html,,,,,,,,,,,,,,,,,,,55 kWh,Própria,12 kWh/100km,,,StandVirtual,Yes,2023-09-15
Particular,BMW,316,Diesel,Junho,2014,179 300 km,1 995 cm3,116 cv,,,Carrinha,Branco,,Automática,8,5,,,,,,,,Usados,19 950        EUR,8090577967,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-316-d-touring-aut-ID8PxeW1.html,d Touring Aut.,,Tracção traseira,,Sim,"5,20 l/100km",120 g/km,,,,"4,20 l/100km",,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,X3,Diesel,Janeiro,2012,185 300 km,1 995 cm3,184 cv,Sim,Sim,SUV / TT,Preto,,Automática,8,5,5,Classe 1,18 Meses,Nacional,,Sim,Sim,Usados,20 990        EUR,8090540421,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-auto-ID8Px59r.html,20 d xDrive Auto,Sim,Integral,,Sim,"6,10 l/100km",147 g/km,2,,,"5,30 l/100km",,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 180,Diesel,Agosto,2019,196 023 km,1 461 cm3,116 cv,Sim,Sim,Utilitário,Branco,Metalizado,Manual,6,5,5,Classe 1,24 Meses,Importado,,Sim,Sim,Usados,25 890        EUR,8089133528,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-ID8Prb9C.html,d AMG Line,Sim,Tracção dianteira,,Sim,,126 g/km,1,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,B 180,Diesel,Julho,2017,65 849 km,1 461 cm3,109 cv,Sim,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,5,Classe 1,36 Meses,Importado,Sim,Sim,Sim,Usados,19 690        EUR,8089701484,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-urban-ID8PtyUc.html,d Urban,Sim,Tracção dianteira,145 €,Sim,"4,60 l/100km",104 g/km,2,,,"3,60 l/100km",,,Classe B,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 200,Diesel,Janeiro,2016,123 815 km,1 598 cm3,136 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,7,5,5,Classe 1,36 Meses,Importado,Sim,Sim,Sim,Usados,22 490        EUR,8090165558,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-aut-ID8PwwDg.html,d Avantgarde Aut.,Sim,Tracção traseira,160 €,Sim,"5,20 l/100km",116 g/km,2,,,"3,60 l/100km",,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 220,Diesel,Janeiro,2012,307 000 km,2 143 cm3,170 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,7,5,5,,18 Meses,,,,,Usados,15 950        EUR,8089911212,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-cdi-avantgarde-be-aut-ID8PursU.html,CDi Avantgarde BE Aut.,,Tracção traseira,,,"6,30 l/100km",136 g/km,,,,"4,30 l/100km",,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Ford,Focus,Gasolina,Junho,2019,77 000 km,998 cm3,125 cv,Sim,Sim,Utilitário,Vermelho,,Manual,6,5,5,,18 Meses,Nacional,,,Sim,Usados,21 500        EUR,8090451547,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-st-line-ID8PvI1Z.html,1.0 EcoBoost ST-Line,,,,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Volvo,S60,Diesel,Dezembro,2017,50 700 km,1 969 cm3,150 cv,Sim,Sim,Sedan,Castanho,Metalizado,Automática,,4,5,,18 Meses,Nacional,Sim,,Sim,Usados,24 900        EUR,8090451551,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-s60-2-0-d3-momentum-geartronic-ID8PvI23.html,2.0 D3 Momentum Geartronic,,,,Sim,,113 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,SEAT,Leon ST,Diesel,Dezembro,2020,63 700 km,1 598 cm3,115 cv,Sim,Sim,Carrinha,Prateado,,Manual,6,5,5,,18 Meses,Nacional,Sim,,Sim,Usados,20 900        EUR,8090462181,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-style-s-s-ID8PvKNw.html,1.6 TDI Style S/S,,,,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,208,Gasolina,Maio,2022,29 155 km,1 199 cm3,75 cv,Sim,Sim,Citadino,Branco,,Manual,5,5,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,20 450        EUR,8090315313,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8Pv8AF.html,1.2 PureTech Active Pack,,Tracção dianteira,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 180,Diesel,Maio,2019,75 000 km,1 461 cm3,116 cv,Sim,Sim,Citadino,Cinzento,,Automática,7,5,5,,18 Meses,Importado,,Sim,Sim,Usados,29 500        EUR,8087019713,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-progressive-aut-ID8PijfP.html,d Progressive Aut.,,,,,,122 g/km,2,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,Polo,Gasolina,Março,2021,86 524 km,999 cm3,80 cv,Sim,Sim,Citadino,Branco,,Manual,5,5,5,,18 Meses,,,,,Usados,15 990        EUR,8089516371,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-comfortline-ID8PsMKw.html,1.0 Comfortline,,,,,"5,50 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Land Rover,Range Rover Evoque,Diesel,Abril,2014,161 639 km,2 179 cm3,150 cv,Sim,Sim,SUV / TT,Verde,,Manual,,5,5,,18 Meses,Nacional,,,,Usados,26 900        EUR,8090540362,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-ID8Px58u.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,CLA 180,Diesel,Maio,2018,97 333 km,1 461 cm3,109 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Manual,6,4,5,Classe 1,18 Meses,Importado,Sim,Sim,Sim,Usados,22 950        EUR,8090405531,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-urban-ID8Pvv3N.html,d Urban,Sim,Tracção dianteira,,,"4,70 l/100km",108 g/km,1,,,"3,70 l/100km",11/05/2024,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Renault,Mégane,Diesel,Dezembro,2016,136 000 km,1 461 cm3,90 cv,Sim,Sim,Carrinha,Preto,Metalizado,Manual,,5,,,36 Meses,,,,,Usados,16 950        EUR,8090422353,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-zen-ID8PvAr7.html,1.5 dCi Zen,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,216 Gran Tourer,Diesel,Março,2018,153 000 km,1 496 cm3,116 cv,Sim,Sim,Monovolume,Cinzento,,Manual,,5,5,,18 Meses,,Sim,Sim,Sim,Usados,16 990        EUR,8090298211,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-tourer-d-advantage-ID8Pv48P.html,d Advantage,,Tracção dianteira,,,,,,,,,01/03/2024,,Série 2,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Abarth,595,Gasolina,Novembro,2014,107 333 km,1 368 cm3,160 cv,Sim,Sim,Pequeno citadino,Branco,,Manual,5,3,4,,18 Meses,,,,,Usados,17 500        EUR,8088652410,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/abarth-595-1-4-t-jet-pista-ID8Pp9ZE.html,1.4 T-Jet Pista,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Land Rover,Discovery Sport,Diesel,Abril,2018,102 355 km,1 999 cm3,150 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,,18 Meses,,,,,Usados,28 990        EUR,8089780037,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-discovery-sport-2-0-ed4-ID8PtTlb.html,2.0 eD4,,Tracção dianteira,,,"6,30 l/100km",164 g/km,,,,"4,70 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,BMW,318,Diesel,Novembro,2015,195 000 km,1 995 cm3,150 cv,,,Carrinha,Azul,Metalizado,Manual,6,5,5,Classe 1,,Nacional,Sim,Sim,Sim,Usados,16 500        EUR,8090570255,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-line-sport-ID8PxcUD.html,d Touring Line Sport,Sim,Tracção traseira,,,,135 g/km,1,,,,15/11/2023,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Mazda,CX-3,Diesel,Novembro,2015,115 000 km,1 499 cm3,105 cv,,,SUV / TT,Branco,,Manual,6,5,5,,,,,,,Usados,16 200        EUR,8090604532,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-5-sky-excellence-navi-ID8PxlPu.html,1.5 Sky.Excellence Navi,,Tracção dianteira,,,"4,40 l/100km",105 g/km,,,,"3,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Renault,Espace,Diesel,Junho,2016,208 000 km,1 598 cm3,160 cv,,,Monovolume,Preto,,Automática,6,5,7,,,,,,,Usados,19 000        EUR,8090255629,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-espace-1-6-dci-initiale-paris-edc-ID8PwT41.html,1.6 dCi Initiale Paris EDC,,Tracção dianteira,,,"5,10 l/100km",120 g/km,,,,"4,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Ford,Focus SW,Diesel,Outubro,2018,167 511 km,1 499 cm3,120 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,,5,5,,18 Meses,,Sim,,Sim,Usados,15 900        EUR,8089759963,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-5-tdci-ecoblue-business-ID8PtO7p.html,1.5 TDCi EcoBlue Business,Sim,Tracção dianteira,,,,,,,,,01/10/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Mercedes-Benz,A 160,Gasolina,Outubro,2021,22 000 km,1 332 cm3,109 cv,,,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,,Nacional,,,Sim,Usados,28 000        EUR,8088240905,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-plus-ID8PnqVt.html,Style Plus,,Tracção dianteira,,,,,2,,,,,,Classe A,,,01/10/2024,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,Passat Variant,Diesel,Fevereiro,2017,185 716 km,1 598 cm3,120 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,,18 Meses,,,,,Usados,16 990        EUR,8088708726,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-6-tdi-bluemotion-ID8PpoDY.html,1.6 TDI BlueMotion,,,,,"4,30 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Renault,Mégane,Diesel,Dezembro,2017,93 679 km,1 461 cm3,110 cv,,,Citadino,Branco,Metalizado,Manual,6,5,5,Classe 1,36 Meses,,,,,Usados,15 900        EUR,8090474161,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-energy-dci-110-eco2-experience-ID8PvNUJ.html,ENERGY dCi 110 ECO2 EXPERIENCE,,Tracção dianteira,,Sim,"3,60 l/100km",86 g/km,,,,"3,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Ford,Focus SW,Diesel,Março,2020,68 000 km,1 499 cm3,120 cv,Sim,Sim,Carrinha,Preto,,Manual,6,5,5,Classe 1,36 Meses,Nacional,Sim,,Sim,Usados,23 900        EUR,8090049847,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-5-tdci-ecoblue-st-line-ID8Pw1vX.html,1.5 TDCi EcoBlue ST-Line,Sim,,,,,,,,,,,,,,,01/03/2027,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Ford,Mondeo,Diesel,Dezembro,2017,76 754 km,1 499 cm3,120 cv,,,Sedan,Cinzento,,Manual,6,5,5,,,Nacional,Sim,Sim,Sim,Usados,18 850        EUR,8090422229,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-mondeo-1-5-tdci-titanium-econetic-ID8PvAp7.html,1.5 TDCi Titanium ECOnetic,,Tracção dianteira,145 €,,"4,10 l/100km",94 g/km,1,,,"3,30 l/100km",28/12/2023,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,320 Gran Turismo,Diesel,Abril,2016,124 115 km,1 995 cm3,190 cv,Sim,Sim,Sedan,Preto,Metalizado,Manual,6,5,5,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,24 750        EUR,8090219678,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-gran-turismo-d-line-sport-ID8PwJIa.html,d Line Sport,,Tracção traseira,,Sim,"5,80 l/100km",156 g/km,2,,,"4,40 l/100km",05/04/2024,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C4 Grand Picasso,Diesel,Maio,2018,82 094 km,1 560 cm3,100 cv,Sim,Sim,Monovolume,Azul,Metalizado,Manual,5,5,,Classe 1,36 Meses,,,,Sim,Usados,21 900        EUR,8090300127,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-bluehdi-live-ID8Pv4DJ.html,1.6 BlueHDi Live,,Tracção dianteira,,,"4,50 l/100km",100 g/km,,,,"3,50 l/100km",,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 180,Gasolina,Dezembro,2016,96 000 km,1 595 cm3,122 cv,,,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,36 Meses,Nacional,,,Sim,Usados,20 500        EUR,8090507348,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-dynamic-edition-ID8PvVy0.html,Dynamic Edition,,Tracção dianteira,,,"7,60 l/100km",131 g/km,1,,,"4,50 l/100km",,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 180,Diesel,Fevereiro,2018,160 000 km,1 461 cm3,109 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,21 500        EUR,8089514134,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-ID8PsMaq.html,d AMG Line,Sim,Tracção dianteira,,Sim,"4,50 l/100km",102 g/km,1,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Mercedes-Benz,A 180,Diesel,Maio,2017,51 000 km,1 461 cm3,109 cv,,,Utilitário,Cinzento,Metalizado,Manual,6,5,5,,,,,,,Usados,23 500        EUR,8090516163,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-ID8PvYQb.html,d AMG Line,,Tracção dianteira,,Sim,"4,50 l/100km",102 g/km,,,,"3,60 l/100km",,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,SEAT,Ibiza,Diesel,Janeiro,2019,141 000 km,1 598 cm3,95 cv,Sim,Sim,Utilitário,Azul,,Automática,7,5,5,Classe 1,18 Meses,Importado,,Sim,Sim,Usados,19 950        EUR,8088661520,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-6-tdi-fr-dsg-ID8PpcmA.html,1.6 TDI FR DSG,Sim,,,,,132 g/km,2,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Nissan,Micra,Gasolina,Maio,2021,47 000 km,999 cm3,92 cv,Sim,Sim,Citadino,Cinzento,,Manual,,5,5,,18 Meses,Nacional,,,Sim,Usados,16 950        EUR,8090474291,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-acenta-ID8PvNVP.html,1.0 IG-T Acenta,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,e-Golf,Eléctrico,Outubro,2019,51 000 km,,136 cv,Sim,Sim,Citadino,Branco,,Automática,,5,5,Classe 1,18 Meses,,,Sim,Sim,Usados,25 890        EUR,8090451793,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-e-golf-ac-dc-ID8PvI5X.html,AC/DC,,Tracção dianteira,,,,,1,Sim,,,,,,,,,,,Própria,,,,StandVirtual,Yes,2023-09-15
Profissional,DS,DS3 Crossback,Diesel,Novembro,2019,195 000 km,1 499 cm3,102 cv,,,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,,18 Meses,,Sim,,Sim,Usados,19 750        EUR,8090268277,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ds-ds3-crossback-1-5-bluehdi-be-chic-ID8PwVm1.html,1.5 BlueHDi Be Chic,,Tracção dianteira,,,"4,20 l/100km",121 g/km,,,,"3,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,SEAT,Ibiza,Gasolina,Março,2023,88 km,999 cm3,110 cv,Sim,Sim,Citadino,Vermelho,Metalizado,Manual,6,5,5,,36 Meses,Nacional,,Sim,Sim,Usados,23 990        EUR,8089696742,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8PtxFI.html,1.0 TSI FR,,Tracção dianteira,,,,123 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,SEAT,Ibiza,Gasolina,Março,2023,88 km,999 cm3,110 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,6,5,5,,36 Meses,Nacional,,,Sim,Usados,23 990        EUR,8089696782,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8PtxGm.html,1.0 TSI FR,,Tracção dianteira,,,,123 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,SEAT,Arona,Gasolina,Abril,2022,12 500 km,999 cm3,110 cv,,,Utilitário,Azul,,Manual,,5,5,,36 Meses,Nacional,,,,Usados,19 990        EUR,8089559606,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8PsXZQ.html,1.0 TSI FR,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Volvo,XC 60,Diesel,Maio,2016,175 326 km,1 969 cm3,150 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,,18 Meses,Importado,Sim,,Sim,Usados,25 500        EUR,8089445893,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-ID8PsupL.html,,Sim,,,Sim,,,2,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,116,Diesel,Fevereiro,2018,104 293 km,1 496 cm3,116 cv,Sim,Sim,Citadino,Preto,Metalizado,Manual,6,5,5,Classe 1,18 Meses,Importado,Sim,,Sim,Usados,20 900        EUR,8090218507,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-efficientdynamics-ID8PwJph.html,d EfficientDynamics,Sim,Tracção dianteira,,Sim,,,2,,,,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,116,Diesel,Julho,2018,61 228 km,1 496 cm3,116 cv,Sim,,Citadino,Cinzento,,Manual,,5,5,,18 Meses,Importado,,,,Usados,21 250        EUR,8090085281,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-efficientdynamics-ID8PwaKt.html,d EfficientDynamics,Sim,,,,,,,,,,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 160,Gasolina,Junho,2020,28 890 km,1 332 cm3,109 cv,Sim,,Citadino,Preto,,Manual,,5,5,,18 Meses,Nacional,Sim,Sim,Sim,Usados,25 900        EUR,8090193406,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8PwCSq.html,Style,Sim,,,,,,,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Kia,ProCeed,Gasolina,Julho,2019,85 544 km,1 353 cm3,140 cv,Sim,Sim,Carrinha,Vermelho,Metalizado,Automática,,5,5,Classe 1,18 Meses,Importado,Sim,Sim,Sim,Usados,24 900        EUR,8090540193,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-proceed-1-4-t-gdi-gt-line-exec-7dct-ID8Px55L.html,1.4 T-GDi GT Line Exec.7DCT,Sim,Tracção dianteira,,,"6,70 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Fiat,500C,Gasolina,Março,2019,69 600 km,1 242 cm3,69 cv,Sim,Sim,Cabrio,Cinzento,,Manual,,2,4,,18 Meses,Nacional,,,Sim,Usados,15 900        EUR,8090589633,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-lounge-ID8PxhXb.html,1.2 Lounge,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 250,Diesel,Julho,2015,179 000 km,2 143 cm3,204 cv,Sim,Sim,Carrinha,Preto,,Automática,,5,,,18 Meses,Importado,Sim,Sim,Sim,Usados,28 950        EUR,8090539736,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-ID8Px4Yo.html,,,,,,,,2,,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,MINI,Cabrio,Gasolina,Junho,2021,40 950 km,1 499 cm3,102 cv,Sim,Sim,Cabrio,Verde,Metalizado,Manual,6,2,4,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,28 000        EUR,8090608222,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-one-ID8PxmN0.html,One,,Tracção dianteira,,,,134 g/km,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,E 350,Diesel,Dezembro,2013,225 000 km,2 987 cm3,258 cv,Sim,Sim,Coupé,Cinzento,,Automática,,2,4,,18 Meses,Nacional,Sim,Sim,Sim,Usados,20 900        EUR,8089952368,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-350-bluetec-auto-ID8PuCaI.html,BlueTEC Auto,,,,Sim,,,1,,,,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Nissan,Leaf,Eléctrico,Maio,2018,106 317 km,,150 cv,Sim,Sim,Utilitário,Preto,,Automática,,5,5,Classe 1,18 Meses,,,,Sim,Usados,22 900        EUR,8086895310,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-tekna-ID8PhMTk.html,Tekna,,,,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
